Importador (prob.);Cuit;Mes/Año;Fecha oficialización;Destinación;Despacho;Posición SIM;Descripción;Descripción NCM;Descripción SIM;Aduana;Origen;Pais de procedencia;Medio;Transporte;Cond. venta;Kg. netos;Kg. Brutos;Divisa;Flete;Cantidad estadística;Unidad estadística;Unidad declarada;Seguro dólar;Estado de la mercadería;Item - sub ítem;Cantidad declarada;Precio unitario en divisas;Fob total en divisas;Precio unitario en dólares;Fob total en dólares;CIF;Marca;Modelo;Versión;Código;Presentación;Vencimiento;Base imponible;% Derechos;Derechos de importación;Derechos de importación en garantía;% Estadística;Tasa estadística;Tasa estadistica monto maximo;% IVA;IVA;IVA en garantía;% IVA adicional;IVA adicional insc.;% IIBB;IIBB;% Ganancias;Impuesto a las ganancias;Impuesto a las ganancias en garantía;% Arancel SIM;Arancel SIM;Código;Detalle;;;;;;;;;;
NORDEMAQ SA;30687989658;mar-20;5/3/2020;CONSUMO;20042IC05003605J;8429.20.90.000V;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.;Las demás;Las demás;Paso de los Libres;BRASIL;BRASIL;Camion;BR396300954;EXW;14069,22;16648;Dólar Estadounidense;4968;0;No Encontrado;Unidad;338,1;nvo.s/uso imp;0001 - 0000;1;130270;130270;130270;130270;135576,1;NEW HOLLAND;RG170.B;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;14235;0;0;13558;0;3433;0;8135;0;0;10;CA00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 006700 CILINDRADA EN cm3. ;ZC; 000151 POTENCIA EN kW. ;;;;
DHM INDUSTRIA S.A.;30712161953;mar-20;5/3/2020;CONSUMO;20052IC04001992Z;8429.52.12.000Y;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;Rosario;CHINA;CHINA;Acuatica;SHA20010390;FOB;10225,71;12100;Dólar Estadounidense;3100;0;No Encontrado;Unidad;161,04;nvo.s/uso imp;0001 - 0000;2;36794;73588;36794;73588;76849,04;MICHIGAN;LONKING CDM6065;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;8069;0;0;7685;0;0;0;4611;0;0;10;CA00; ;ZA; 002019 AÑO DE FABRICACION ;ZB; 003054 CILINDRADA EN cm3 ;ZC; 000036 POTENCIA EN kW. ;;;;
INDUSTRIAS MOVILIFT S.R.L.;30709443026;mar-20;10/3/2020;CONSUMO;20001IC04042735K;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;BK1932491;FOB;3506,41;4149,11;Dólar Estadounidense;396,65;0;No Encontrado;Unidad;63,52;nvo.s/uso imp;0004 - 0001;1;12186;12186;12186;12186;12646,17;HELI;CPCD30;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000039 POTENCIA EN kW. ;ZC; 002670 CILINDRADA EN cm3. 
INDUSTRIAS MOVILIFT S.R.L.;30709443026;mar-20;10/3/2020;CONSUMO;20001IC04042735K;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;BK1932491;FOB;3506,41;4149,11;Dólar Estadounidense;396,65;0;No Encontrado;Unidad;63,52;nvo.s/uso imp;0004 - 0002;1;12431;12431;12431;12431;12891,17;HELI;CPCD30;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000039 POTENCIA EN kW. ;ZC; 002670 CILINDRADA EN cm3. 
INDUSTRIAS MOVILIFT S.R.L.;30709443026;mar-20;10/3/2020;CONSUMO;20001IC04043414F;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;BK1932490;FOB;7592,01;8983,56;Dólar Estadounidense;1356,01;0;No Encontrado;Unidad;112,56;nvo.s/uso imp;0003 - 0000;2;10578;21156;10578;21156;22624,57;HELI;CPCD35;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000039 POTENCIA EN kW. ;ZC; 002670 CILINDRADA EN cm3. 
ARGENTAURUS S.R.L.;30708407751;mar-20;10/3/2020;CONSUMO;20001IC04043565M;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120140;FOB;2891,75;3421,79;Dólar Estadounidense;241,88;0;No Encontrado;Unidad;111;nvo.s/uso imp;0001 - 0001;1;10145;10145;10145;10145;10497,88;TAURUS;CPCD30FR;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;9733;0;0;0;0;0;9474;0;0;9023;0;1986;0;4755;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB01;  CON CLAMPS. ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000025 POTENCIA EN kW. ;ZC; 002000 CILINDRADA EN cm3. 
ARGENTAURUS S.R.L.;30708407751;mar-20;10/3/2020;CONSUMO;20001IC04043565M;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120140;FOB;2891,75;3421,79;Dólar Estadounidense;241,88;0;No Encontrado;Unidad;111;nvo.s/uso imp;0001 - 0002;1;9390;9390;9390;9390;9742,88;TAURUS;CPCD30FR;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB01;  CON CLAMPS. ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000025 POTENCIA EN kW. ;ZC; 002000 CILINDRADA EN cm3. 
ARGENTAURUS S.R.L.;30708407751;mar-20;10/3/2020;CONSUMO;20001IC04043565M;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120140;FOB;2891,75;3421,79;Dólar Estadounidense;241,88;0;No Encontrado;Unidad;111;nvo.s/uso imp;0001 - 0003;1;10030;10030;10030;10030;10382,88;TAURUS;CPCD35FR;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB01;  CON CLAMPS. ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000025 POTENCIA EN kW. ;ZC; 002000 CILINDRADA EN cm3. 
ARGENTAURUS S.R.L.;30708407751;mar-20;10/3/2020;CONSUMO;20001IC04043565M;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120140;FOB;2891,75;3421,79;Dólar Estadounidense;241,88;0;No Encontrado;Unidad;111;nvo.s/uso imp;0001 - 0004;1;13865;13865;13865;13865;14217,88;TAURUS;CPCD35Y;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB01;  CON CLAMPS. ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000025 POTENCIA EN kW. ;ZC; 002000 CILINDRADA EN cm3. 
BRAMAQ SRL;30639620480;mar-20;10/3/2020;CONSUMO;20001IC04043631G;8429.20.90.000V;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.;Las demás;Las demás;Buenos Aires;CHINA;CHINA;Acuatica;QDSM19110165-B;FOB;15270,96;18070;Dólar Estadounidense;2830;0;No Encontrado;Unidad;70,83;nvo.s/uso imp;0001 - 0000;1;68000;68000;68000;68000;70900,83;SHANTUI;SG18 3;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;9926;0;0;0;0;0;8487;0;0;8083;0;2021;0;4850;0;0;10;CA00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 005900 CILINDRADA EN cm3. ;ZC; 000132 POTENCIA EN kW. ;;;;
INDUSTRIAS MOVILIFT S.R.L.;30709443026;mar-20;11/3/2020;CONSUMO;20001IC04043920H;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;BK1932366;FOB;5185,97;6136,52;Dólar Estadounidense;576,55;0;No Encontrado;Unidad;64,45;nvo.s/uso imp;0002 - 0000;1;13746;13746;13746;13746;14387;HELI;CPCD35;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000039 POTENCIA EN kW. ;ZC; 002771 CILINDRADA EN cm3. 
ARGENTAURUS S.R.L.;30708407751;mar-20;11/3/2020;CONSUMO;20001IC04044007E;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120051;FOB;3220,36;3810,63;Dólar Estadounidense;213,52;0;No Encontrado;Unidad;115,51;nvo.s/uso imp;0002 - 0001;1;9365;9365;9365;9365;9694,03;TAURUS;CPCD30FR;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB01;  CON CLAMPS. ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000025 POTENCIA EN kW. ;ZC; 002000 CILINDRADA EN cm3. 
ARGENTAURUS S.R.L.;30708407751;mar-20;11/3/2020;CONSUMO;20001IC04044007E;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120051;FOB;3220,36;3810,63;Dólar Estadounidense;213,52;0;No Encontrado;Unidad;115,51;nvo.s/uso imp;0002 - 0002;1;13310;13310;13310;13310;13639,03;TAURUS;CPCD30Y;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB01;  CON CLAMPS. ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000035 POTENCIA EN kW. ;ZC; 002500 CILINDRADA EN cm3. 
GRUAS SAN BLAS S A;30660920451;mar-20;11/3/2020;CONSUMO;20001IC04044123D;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;COREA REPUBLICANA;COREA REPUBLICANA;Acuatica;SEL0922880;CIF;12462,36;14746,61;Dólar Estadounidense;854,37;0;No Encontrado;Unidad;12,85;nvo.s/uso imp;0001 - 0000;3;23370;70110;23370;70110;70977,22;DOOSAN;D35C 7;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;15802;0;0;0;0;0;13511;0;0;12868;0;3284;0;7721;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000044 POTENCIA EN kW. ;ZC; 003319 CILINDRADA EN cm3. 
INDUSTRIAS MOVILIFT S.R.L.;30709443026;mar-20;13/3/2020;CONSUMO;20001IC04045875S;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;BK1932369;FOB;4508,66;5335,06;Dólar Estadounidense;536,07;0;No Encontrado;Unidad;78,88;nvo.s/uso imp;0002 - 0000;1;15240;15240;15240;15240;15854,95;HELI;CPCD30;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000037 POTENCIA EN kW. ;ZC; 003000 CILINDRADA EN cm3. 
DISTRIBUIDORA MOTORPART SRL;30710853718;mar-20;19/3/2020;CONSUMO;20052IC04002413F;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Rosario;CHINA;CHINA;Acuatica;SHA20010500;FOB;7661,68;9066;Dólar Estadounidense;1080;0;No Encontrado;Unidad;105,39;nvo.s/uso imp;0001 - 0001;2;9420;18840;9420;18840;20025,39;LONKING;LG30DT;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;7122;0;0;0;0;0;6089;0;0;5799;0;1450;0;3480;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000037 POTENCIA EN kW. ;ZC; 002540 CILINDRADA EN cm3. 
DISTRIBUIDORA MOTORPART SRL;30710853718;mar-20;19/3/2020;CONSUMO;20052IC04002413F;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Rosario;CHINA;CHINA;Acuatica;SHA20010500;FOB;11492,51;13599;Dólar Estadounidense;1620;0;No Encontrado;Unidad;158,09;nvo.s/uso imp;0001 - 0002;3;9689;29067;9689;29067;30845,09;LONKING;LG30DT;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000037 POTENCIA EN kW. ;ZC; 002540 CILINDRADA EN cm3. 
INTERLOGISTIC SRL;30709451428;abr-20;2/4/2020;CONSUMO;20001IC04052041B;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;TCSH2001154;FOB;4000,16;4733,36;Dólar Estadounidense;499,51;0;No Encontrado;Unidad;73,16;nvo.s/uso imp;0003 - 0000;1;14133;14133;14133;14133;14705,67;HELI;CPCD35;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000045 POTENCIA EN kW. ;ZC; 002360 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;3/4/2020;CONSUMO;20001IC05005992P;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7376;FOB;3607,68;4268,93;Dólar Estadounidense;436,29;0;No Encontrado;Unidad;27,64;nvo.s/uso imp;0010 - 0000;1;27201,91;27201,91;27201,91;27201,91;27665,84;CATERPILLAR;GP35N5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000046 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;3/4/2020;CONSUMO;20001IC05005992P;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7376;FOB;3605,55;4266,42;Dólar Estadounidense;436,03;0;No Encontrado;Unidad;27,62;nvo.s/uso imp;0011 - 0000;1;27185,87;27185,87;27185,87;27185,87;27649,52;CATERPILLAR;GP35N5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000046 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;3/4/2020;CONSUMO;20001IC05005992P;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7376;FOB;3605,56;4266,43;Dólar Estadounidense;436,03;0;No Encontrado;Unidad;27,62;nvo.s/uso imp;0012 - 0000;1;27185,97;27185,97;27185,97;27185,97;27649,62;CATERPILLAR;GP35N5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000046 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;3/4/2020;CONSUMO;20001IC05005992P;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7376;FOB;3605,54;4266,4;Dólar Estadounidense;436,03;0;No Encontrado;Unidad;27,62;nvo.s/uso imp;0013 - 0000;1;27185,78;27185,78;27185,78;27185,78;27649,43;CATERPILLAR;GP35N5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000046 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;3/4/2020;CONSUMO;20001IC05005992P;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7376;FOB;3605,56;4266,43;Dólar Estadounidense;436,03;0;No Encontrado;Unidad;27,62;nvo.s/uso imp;0014 - 0000;1;27185,98;27185,98;27185,98;27185,98;27649,63;CATERPILLAR;GP35N5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000046 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
MAQUINARIAS INDEPENDENCIA SA;30690232460;abr-20;13/4/2020;CONSUMO;20001IC05006216F;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;COSU6257414800;FOB;3344,12;3957,07;Dólar Estadounidense;525,45;0;No Encontrado;Unidad;138,07;nvo.s/uso imp;0003 - 0000;1;13282;13282;13282;13282;13945,52;HELI;CPCD35;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000039 POTENCIA EN kW. ;ZC; 002800 CILINDRADA EN cm3. 
TOYOTA MATERIAL HANDLING MERCO;30708687800;abr-20;15/4/2020;CONSUMO;20001IC04056480M;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;JAPON;JAPON;Acuatica;TYO0295437;CFR;4065,23;4810,35;Dólar Estadounidense;1080,92;0;No Encontrado;Unidad;39,12;nvo.s/uso imp;0003 - 0000;1;23365,91;23365,91;23365,91;23365,91;24485,95;TOYOTA;72 8FDJ35;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000054 POTENCIA EN kW. ;ZC; 002486 CILINDRADA EN cm3. 
INDUSTRIAS DARC  S A;30621560448;abr-20;15/4/2020;CONSUMO;20001IC04057058Y;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;QDSM20020029CC;FOB;3213,75;3802,81;Dólar Estadounidense;310,29;0;No Encontrado;Unidad;100,83;nvo.s/uso imp;0001 - 0000;1;19856,2;19856,2;19856,2;19856,2;20267,32;CLARK;GTS30D;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;12345;0;0;0;0;0;10555;0;0;10052;0;2540;0;6031;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000018 POTENCIA EN kW. ;ZC; 002600 CILINDRADA EN cm3. 
CHINA GEZHOUBA GROUP COMPANY L;30714325724;abr-20;15/4/2020;CONSUMO;20019IC04000029J;8429.52.12.000Y;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; De potencia en el volante inferior o igual a; De potencia en el volante inferior o igual a;Puerto Deseado;CHINA;CHINA;Acuatica;583102736;CFR;7900,42;9348,5;Dólar Estadounidense;8819,4;0;No Encontrado;Unidad;231,54;nvo.s/uso imp;0002 - 0000;1;280601,76;280601,76;280601,76;280601,76;289652,7;HUBEI JINGJIAN;HBJJ75 4HLD;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;ZA; 002020 AÑO DE FABRICACION ;ZB; 053000 CILINDRADA EN cm3 ;ZC; 000034 POTENCIA EN kW. ;;;;
MAQUINARIAS INDEPENDENCIA SA;30690232460;abr-20;17/4/2020;CONSUMO;20001IC05006431E;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;MEDUSS407493;FOB;3980,27;4709,82;Dólar Estadounidense;666,52;0;No Encontrado;Unidad;142,42;nvo.s/uso imp;0004 - 0000;1;13575;13575;13575;13575;14383,94;HELI;CPCD35;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000039 POTENCIA EN kW. ;ZC; 002800 CILINDRADA EN cm3. 
CARLOS D BERRETTA E HIJO S A;33527233629;abr-20;17/4/2020;CONSUMO;20052IC04002787T;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Rosario;CHINA;CHINA;Acuatica;XMN20020004;EXW;4538,14;5369,95;Euro;2425;0;No Encontrado;Unidad;277,78;nvo.s/uso imp;0001 - 0000;1;27772,72;27772,72;30144,51;30144,51;32847,29;LINDE;H35D;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;4596;0;0;0;0;0;3929;0;0;0;0;0;0;0;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000036 POTENCIA EN kW. ;ZC; 002615 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;22/4/2020;CONSUMO;20001IC04061625J;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7587;FOB;4176,36;4941,85;Dólar Estadounidense;477,23;0;No Encontrado;Unidad;27,69;nvo.s/uso imp;0001 - 0000;1;27213,85;27213,85;27213,85;27213,85;27718,77;CATERPILLAR;GP35N5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;30900;0;0;0;0;0;26419;0;0;25161;0;6334;0;15097;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 0045.8 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;22/4/2020;CONSUMO;20001IC04061625J;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7587;FOB;4176,33;4941,82;Dólar Estadounidense;477,23;0;No Encontrado;Unidad;27,69;nvo.s/uso imp;0002 - 0000;1;27213,64;27213,64;27213,64;27213,64;27718,56;CATERPILLAR;GP35N5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA00; ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 0045.8 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
